66a5387622871c885b09ee270de61d511f346216,c57fba8cc744514f44b97808e89fe5ffcece9c0f,src/core/KeyVersionAttribute.cs,1515590263
ab68ff670cc4ec157ce5939d21a7ebed5e841bff,b8da94e5e95a5451a73f0dd33b9f73f1c469dcc5,src/extras/itextsharp.tests/iTextSharp/text/pdf/PdfImageTest.cs,1512558314
12df9f54ce5379e463bcccbd10c4ad8496ba4248,f1ab775cc383504ce77fc9b42a0cd376ea040e05,src/extras/itextsharp.tests/iTextSharp/text/pdf/BarcodeMacroPDF417Test.cs,1506526783
7f87d88e7ed1549dcb1e158f8d42a5cd56b7ec16,b5abce10d4d5ca75b3a51ea38010ae9a0e833529,src/extras/itextsharp.tests/iTextSharp/text/pdf/FreeTextFlatteningTest.cs,1502453481
b5abce10d4d5ca75b3a51ea38010ae9a0e833529,884138c62fb2197d0ac858387d9e2ccb9fb5cc86,src/extras/itextsharp.tests/iTextSharp/text/pdf/BarcodeDatamatrixTest.cs,1502354149
f6bcc886d5285ece83f29111aa1aa0efbdd10d93,bd461258d765f4417f1b592cfbba3065c5a8030d,src/extras/itextsharp.tests/iTextSharp/text/pdf/PdfDictionaryTest.cs,1494828201
f0454f12b1b02f77703862940d33e169fbd00468,3047b4500821023cf14ce57d9ce7df80ef78cec2,src/extras/itextsharp.tests/iTextSharp/text/pdf/table/SplitTableTest.cs,1489417515
da880dbcf4409a6e85d69c59708d3ed523d376d7,953cb5c769e85743ae9c1558b55ce50af0649fe3,src/extras/itextsharp.tests/iTextSharp/text/pdf/table/TableEventTest.cs,1477386155
bf89703327c16c1df01c0d1ff905ce6c4a4a9fa8,5c28700877c5b1d20263fe371c3ef58c86d1ca1f,src/core/iTextSharp/text/pdf/security/AsymmetricAlgorithmSignature.cs,1474891294
5bd819a7cab1dfb2cdabcb30cc9bb831803b948f,b4c37c84707385816970d9abb81ecdbe89091493,src/core/iTextSharp/text/pdf/security/SignaturePolicyInfo.cs,1474883302
