java.util.arrays.equals(),nunit.framework.collectionassert.areequal()
java.io.file.getpath(),system.io.path.gettemppath()
java.lang.string.trim(),system.string.trimend()
org.w3c.dom.element.setattribute(),system.xml.xmlelement.attributes()
org.w3c.dom.element.setattribute(),system.reflection.metadata.methoddefinition.customattributes()
java.util.set.addall(),system.linq.set.add()
java.util.set.remove(),system.collections.generic.hashset.removewhere()
java.io.file.listfiles(),system.io.directory.getfiles()
java.io.file.listfiles(),system.io.directoryinfo.getfiles()
java.util.hashmap.containskey(),system.collections.generic.hashset.contains()
java.util.hashmap.containskey(),system.collections.idictionary.contains()
java.util.hashmap.containskey(),system.collections.generic.icollection.contains()
java.sql.preparedstatement.executequery(),system.data.oledb.oledbcommand.executereader()
java.util.arraylist.remove(),system.collections.arraylist.removeat()
java.util.arraylist.remove(),system.collections.arraylist.removerange()
java.util.collection.contains(),system.collections.generic.dictionary.containskey()
java.lang.string.indexof(),system.string.indexofany()
java.io.file.length(),system.io.filestream.setlength()
java.util.logging.logger.warning(),nunit.framework.internal.logger.warn()
java.util.list.indexof(),system.collections.generic.list.lastindexof()
java.io.datainputstream.readint(),system.io.compression.deflatestream.read()
java.io.datainputstream.readint(),system.io.binaryreader.readuint16()
java.lang.reflect.method.getname(),system.componentmodel.dataannotations.displayattribute.getshortname()
java.lang.string.hashcode(),system.string.gethashcode()
org.w3c.dom.element.setattribute(),system.xml.xmlelement.attributes()
java.net.url.openstream(),system.net.webclient.openread()
java.io.fileoutputstream.write(),system.io.file.openwrite()
java.io.printwriter.write(),system.web.ui.htmltextwriter.writeline()
java.io.stringwriter.write(),system.io.stringwriter.writeline()
javax.swing.jtextfield.gettext(),system.windows.forms.textbox.text()
java.awt.graphics.fillrect(),system.drawing.graphics.fillrectangle()
java.io.dataoutput.writeint(),system.security.cryptography.cryptostream.writebyte()
java.util.bitset.set(),system.collections.bitset.set()
java.io.datainput.readint(),system.io.binaryreader.readuint32()
java.io.datainput.readint(),system.io.binaryreader.readuint16()
java.io.datainput.readint(),system.io.binaryreader.readuint64()
java.io.datainput.readint(),system.io.binaryreader.readsingle()
java.util.random.nextdouble(),system.random.nextdoubles()
java.util.bitset.get(),system.collections.bitset.get()
java.util.concurrent.atomic.atomicinteger.incrementandget(),system.threading.interlocked.increment()
java.lang.string.replaceall(),system.string.replace()
java.util.hashtable.containskey(),system.collections.stack.contains()
java.awt.graphics.drawimage(),system.drawing.graphics.drawpie()
java.net.url.getpath(),system.io.path.getfullpath()
java.lang.reflect.array.newinstance(),system.array.createinstance()
java.util.linkedlist.addall(),system.collections.generic.hashset.add()
java.io.objectinputstream.readint(),system.io.binaryreader.read()
java.io.objectinputstream.readint(),system.io.binaryreader.readuint16()
java.lang.string.lastindexof(),system.string.indexof()
java.lang.string.lastindexof(),system.string.lastindexofany()
java.util.vector.remove(),system.collections.arraylist.removeat()
java.util.vector.remove(),system.collections.generic.sortedlist.removeat()
java.net.uri.getpath(),system.io.path.getfullpath()
javax.swing.uimanager.setcolor(),system.drawing.graphics.setcolor()
java.util.list.removeall(),system.collections.generic.list.remove()
java.util.list.removeall(),system.collections.generic.list.removeat()
java.util.arrays.hashcode(),system.guid.gethashcode()
java.util.arrays.hashcode(),system.drawing.color.gethashcode()
java.util.arrays.hashcode(),system.string.gethashcode()
java.util.linkedlist.removefirst(),system.collections.generic.linkedlist.remove()
java.util.linkedlist.removefirst(),system.collections.generic.hashset.remove()
java.math.biginteger.compareto(),system.numerics.biginteger.compare()
javax.swing.joptionpane.showconfirmdialog(),system.windows.forms.folderbrowserdialog.showdialog()
java.lang.string.tolowercase(),system.string.tolower()
java.util.linkedlist.remove(),system.collections.generic.linkedlist.removelast()
java.util.linkedlist.remove(),system.collections.generic.linkedlist.removefirst()
java.util.linkedlist.remove(),system.collections.concurrent.concurrentdictionary.tryremove()
java.lang.object.hashcode(),system.globalization.compareinfo.gethashcode()
java.lang.object.hashcode(),system.reflection.memberinfo.gethashcode()
java.net.inetaddress.gethostaddress(),system.net.dns.gethostname()
java.net.inetaddress.gethostaddress(),system.net.networkinformation.networkinterface.getphysicaladdress()
java.util.random.nextbytes(),system.security.cryptography.rngcryptoserviceprovider.getbytes()
java.awt.graphics2d.translate(),system.drawing.graphics.translateclip()
java.util.concurrent.atomic.atomiclong.incrementandget(),system.threading.interlocked.increment()
java.awt.graphics.translate(),system.drawing.graphics.translateclip()
java.net.serversocket.accept(),system.net.sockets.socket.beginaccept()
java.net.serversocket.accept(),system.net.sockets.socket.acceptasync()
java.math.bigdecimal.compareto(),system.numerics.biginteger.compare()
java.util.concurrent.locks.readwritelock.writelock(),system.threading.readerwriterlockslim.enterwritelock()
java.util.concurrent.concurrenthashmap.remove(),system.collections.concurrent.concurrentdictionary.tryremove()
java.io.dataoutput.writelong(),system.io.textwriter.write()
java.util.logging.logger.warn(),system.diagnostics.log.warning()
java.lang.long.parselong(),system.double.parse()
java.sql.preparedstatement.setnull(),system.data.common.datastorage.isobjectnull()
java.awt.graphics.drawrect(),system.drawing.graphics.drawrectangle()
java.util.collections.addall(),system.collections.generic.hashset.add()
java.awt.list.remove(),system.collections.generic.list.removeat()
java.awt.list.remove(),system.collections.generic.list.removerange()
java.util.concurrent.atomic.atomicinteger.getandincrement(),system.threading.interlocked.increment()
java.net.socket.connect(),system.net.sockets.socket.beginconnect()
java.util.zip.zipfile.getinputstream(),system.net.filewebrequest.getrequeststream()
java.util.vector.set(),system.numerics.vector.get()
javax.xml.stream.xmlinputfactory.createxmlstreamreader(),system.data.sqltypes.sqlxml.createreader()
javax.swing.jlabel.gettext(),system.windows.forms.textbox.text()
java.sql.timestamp.gettime(),system.data.idatarecord.getdatetime()
java.sql.timestamp.gettime(),system.data.idatarecord.getbyte()
java.util.zip.zipentry.isdirectory(),system.io.filesystem.movedirectory()
java.util.listiterator.remove(),system.collections.generic.linkedlist.removefirst()
java.util.zip.zipoutputstream.write(),system.xml.xmldocument.writeto()
java.sql.resultset.getdate(),system.data.idatarecord.getdatetime()
java.util.linkedlist.removelast(),system.collections.generic.linkedlist.remove()

java.lang.math.ceil(),system.math.ceiling()
java.util.concurrent.atomic.atomicinteger.decrementandget(),system.threading.interlocked.decrement()
java.awt.shape.getbounds2d(),system.drawing.drawing2d.graphicspath.getbounds()
java.awt.shape.getbounds2d(),system.drawing.region.getbounds()
java.lang.string.touppercase(),system.string.toupper()
java.lang.threadlocal.set(),system.threading.threadlocal.set()
java.awt.graphics.getcolor(),system.drawing.graphics.getcolor()
java.security.securerandom.nextbytes(),system.security.cryptography.randomnumbergenerator.getbytes()
java.util.collection.removeall(),system.collections.objectmodel.collection.remove()
java.util.linkedhashmap.remove(),system.collections.generic.sortedlist.removeat()
java.util.concurrent.blockingqueue.add(),system.collections.concurrent.concurrentdictionary.tryadd()
java.util.collection.containsall(),system.collections.objectmodel.collection.contains()
java.lang.character.isdigit(),system.uri.ishexdigit()
javax.swing.jtextarea.settext(),system.windows.input.textcompositioneventargs.text()
java.lang.double.isinfinite(),system.double.isinfinity()
java.lang.double.isinfinite(),system.single.isinfinity()
java.net.inetaddress.gethostname(),system.net.dns.gethostbyname()
java.lang.threadlocal.get(),system.threading.threadlocal.get()
org.w3c.dom.document.createattributens(),system.xml.linq.xelement.attributes()
java.awt.graphics.setclip(),system.drawing.graphics.resetclip()
java.util.zip.gzipoutputstream.write(),system.io.file.openwrite()
org.w3c.dom.document.createattribute(),system.activities.presentation.propertyediting.propertyvalueeditor.createeditorattribute()
java.util.date.hashcode(),system.timespan.gethashcode()
java.beans.xmldecoder.readobject(),system.resources.resourcemanager.getobject()
java.awt.graphics.getclipbounds(),system.drawing.drawing2d.graphicspath.getbounds()
java.awt.rectangle.intersects(),system.drawing.region.intersect()
javax.crypto.secretkeyfactory.generatesecret(),system.security.cryptography.rijndaelmanaged.generatekey()
java.net.uri.toasciistring(),system.uri.tostring()
java.sql.resultset.getbyte(),system.numerics.biginteger.getbytecount()
java.net.socket.isclosed(),system.net.security.sslstream.close()
java.net.socket.isclosed(),system.net.sockets.socket.close()
java.util.list.lastindexof(),system.collections.generic.list.indexof()
java.util.list.lastindexof(),system.collections.generic.ilist.indexof()
java.util.arraylist.removeall(),system.collections.arraylist.remove()
java.util.arraylist.removeall(),system.collections.arraylist.removeat()
java.util.regex.matchresult.group(),system.text.regularexpressions.match.groups()
java.math.biginteger.modpow(),system.numerics.biginteger.pow()
java.nio.channels.serversocketchannel.accept(),system.net.sockets.socket.beginaccept()
java.util.objects.equal(),system.object.equals()
java.net.socket.isconnected(),system.net.sockets.socket.connect()
java.awt.filedialog.getfile(),system.io.directoryinfo.getfiles()
java.net.datagramsocket.connect(),system.net.sockets.socket.beginconnect()
java.util.priorityqueue.remove(),system.collections.generic.linkedlist.removefirst()
java.util.zip.deflater.finish(),system.io.compression.deflater.finished()
java.util.resourcebundle.getkeys(),system.collections.hashtable.keys()
java.awt.component.getbackground(),system.windows.forms.visualstyles.visualstylerenderer.drawbackground()
java.lang.double.longbitstodouble(),system.bitconverter.int64bitstodouble()
java.util.concurrent.copyonwritearraylist.add(),system.collections.generic.synchronizedcollection.add()
java.util.concurrent.copyonwritearraylist.clear(),system.collections.generic.synchronizedcollection.clear()
java.util.concurrent.copyonwritearraylist.iterator(),system.collections.generic.synchronizedcollection.getenumerator()
java.util.concurrent.copyonwritearraylist.indexof(),system.collections.generic.synchronizedcollection.indexof()
java.util.concurrent.copyonwritearraylist.remove(),system.collections.generic.synchronizedcollection.removeat()
java.util.concurrent.copyonwritearraylist.tostring(),system.collections.generic.synchronizedcollection.tostring()
java.util.concurrent.copyonwritearraylist.setitem(),system.collections.generic.synchronizedcollection.set()
java.math.biginteger.mod(),system.numerics.biginteger.modpow()
java.lang.math.log10(),system.math.log()
java.lang.long.tohexstring(),system.io.filestream.tostring()
java.util.linkedlist.peek(),system.collections.concurrent.concurrentqueue.trypeek()
java.util.deque.removefirst(),system.collections.ilist.removeat()
java.nio.charset.charset.newdecoder(),system.text.encoding.getdecoder()
java.lang.character.digit(),system.char.isdigit()
java.util.resourcebundle.containskey(),system.collections.generic.sortedlist.contains()
java.util.identityhashmap.containskey(),system.collections.objectmodel.collection.contains()
java.awt.filedialog.getdirectory(),system.io.path.getdirectoryname()
java.util.zip.deflater.finished(),system.io.compression.deflater.finish()
java.util.zip.inflater.finished(),system.io.compression.inflater.finish()
java.lang.string.replacefirst(),system.string.replace()
java.util.calendar.compareto(),system.datetime.compare()
javax.xml.stream.xmlinputfactory.createxmleventreader(),system.activities.xamlintegration.activityxamlservices.createreader()
javax.xml.stream.xmlinputfactory.createxmleventreader(),system.xml.xmldictionaryreader.createtextreader()
javax.xml.stream.xmlinputfactory.createxmleventreader(),system.data.sqltypes.sqlxml.createreader()
java.lang.reflect.modifier.tostring(),system.reflection.metadata.metadatareader.getstring()
java.awt.geom.affinetransform.getsheary(),system.drawing.drawing2d.matrix.shear()
java.awt.geom.affinetransform.getshearx(),system.drawing.drawing2d.matrix.shear()
java.util.concurrent.linkedblockingqueue.take(),system.collections.concurrent.blockingcollection.trytake()
java.awt.color.hsbtorgb(),system.drawing.color.toargb()
java.math.biginteger.pow(),system.numerics.biginteger.modpow()
java.lang.long.hashcode(),system.string.gethashcode()
java.lang.long.hashcode(),system.globalization.compareinfo.gethashcode()
java.net.datagrampacket.getsocketaddress(),system.net.dns.gethostaddresses()
java.util.concurrent.atomic.atomiclong.compareandset(),system.uint32.compareto()
java.util.jar.manifest.write(),system.io.file.openwrite()
java.util.zip.deflater.finished(),system.io.compression.deflater.finish()
java.awt.graphics.getclip(),system.drawing.graphics.clip()
java.awt.component.setlocation(),system.drawing.rectangle.location()
javax.xml.stream.events.startelement.getname(),system.xml.xmlreader.name()
java.net.socket.shutdownoutput(),system.net.sockets.socket.shutdown()
javax.swing.timer.restart(),system.windows.forms.timer.start()
java.util.weakhashmap.remove(),system.collections.concurrent.concurrentdictionary.tryremove()
java.util.prefs.preferences.removenode(),system.data.constraintcollection.remove()
java.util.concurrent.atomic.atomicinteger.getanddecrement(),system.threading.interlocked.decrement()
java.io.objectoutputstream.writebyte(),system.io.stream.write()
java.lang.byte.parsebyte(),system.sbyte.parse()
java.util.deque.removelast(),system.collections.generic.linkedlist.remove()
java.util.concurrent.atomic.atomiclong.decrementandget(),system.threading.interlocked.decrement()
java.awt.list.removeall(),system.collections.generic.list.removeat()
java.net.socket.shutdowninput(),system.net.sockets.socket.shutdown()
java.util.arraydeque.remove(),system.collections.generic.ilist.removeat()
javax.xml.transform.stream.streamsource.getreader(),system.data.sqltypes.sqlxml.createreader()
javax.swing.buttongroup.setselected(),system.windows.forms.textbox.select()
java.awt.graphics.drawpolyline(),system.drawing.graphics.drawpolygon()
java.lang.integer.tobinarystring(),system.single.tostring()
javax.swing.text.jtextcomponent.setcaretposition(),system.windows.controls.richtextbox.caretposition()
java.net.inet6address.getbyaddress(),system.net.ipaddress.getaddressbytes()
java.security.provider.getproperty(),system.componentmodel.icustomtypedescriptor.getdefaultproperty()
java.util.locale.hashcode(),system.globalization.cultureinfo.gethashcode()
java.util.concurrent.blockingqueue.remove(),system.collections.generic.linkedlist.removelast()
java.util.concurrent.blockingqueue.remove(),system.collections.generic.linkedlist.removefirst()
java.io.dataoutput.writechar(),system.io.textwriter.write()
java.util.arraydeque.removefirst(),system.collections.sortedlist.remove()
java.util.arraydeque.removefirst(),system.collections.generic.linkedlist.remove()
java.util.arraydeque.removefirst(),system.collections.generic.dictionary.remove()
java.lang.stringbuilder.indexof(),system.string.lastindexof()
java.lang.stringbuffer.indexof(),system.string.indexofany()
java.lang.stringbuffer.indexof(),system.string.lastindexof()
java.util.arraylist.lastindexof(),system.collections.arraylist.indexof()
java.util.calendar.hashcode(),system.datetime.gethashcode()
java.net.datagramsocket.isconnected(),system.net.sockets.socket.connect()
java.awt.geom.affinetransform.inversetransform(),system.drawing.drawing2d.graphicspath.transform()
java.awt.color.hashcode(),system.drawing.color.gethashcode()
javax.swing.jmenu.getmenucomponents(),system.componentmodel.design.iselectionservice.getselectedcomponents()
java.io.filteroutputstream.write(),system.io.bufferedstream.writebyte()
org.w3c.dom.ls.lsserializer.write(),system.xml.xmldocument.writeto()
java.lang.process.waitfor(),system.diagnostics.process.waitforexit()
java.nio.channels.asynchronoussocketchannel.connect(),system.net.sockets.socket.beginconnect()
java.awt.geom.rectangle2d.intersects(),system.drawing.region.intersect()
java.awt.geom.rectangle2d.intersects(),system.drawing.rectangle.intersect()
java.security.principal.hashcode(),system.security.policy.url.gethashcode()
java.lang.stringbuilder.lastindexof(),system.string.indexof()
java.util.abstractlist.remove(),system.collections.generic.list.removerange()
java.util.abstractlist.remove(),system.collections.generic.list.removeall()
java.util.abstractlist.remove(),system.collections.generic.list.removeat()
java.awt.image.writableraster.setpixels(),system.drawing.bitmap.setpixel()
java.util.concurrent.copyonwritearraylist.indexof(),system.collections.sortedlist.indexofkey()
javax.swing.jcolorchooser.setcolor(),system.drawing.imaging.imageattributes.setcolorkey()
java.awt.geom.rectangle2d.intersect(),system.drawing.graphics.intersectclip()
javax.xml.stream.xmlinputfactory.createfilteredreader(),system.data.sqltypes.sqlxml.createreader()
java.net.inetsocketaddress.hashcode(),system.net.ipaddress.gethashcode()
java.util.hashmap.contains(),system.web.routing.routevaluedictionary.containskey()
java.net.cookiestore.removeall(),system.collections.generic.icollection.remove()
java.lang.strictmath.log10(),system.math.log()
javax.swing.jpanel.gettext(),system.windows.forms.textbox.text()
java.awt.geom.area.intersects(),system.drawing.region.intersect()
java.lang.integer.tooctalstring(),system.single.tostring()
java.awt.font.glyphvector.getlogicalbounds(),system.drawing.drawing2d.graphicspath.getbounds()
java.awt.geom.rectangle2d.intersectsline(),system.drawing.rectanglef.intersect()
java.awt.geom.area.getbounds2d(),system.drawing.drawing2d.graphicspath.getbounds()
java.net.socketoutputstream.write(),system.io.isolatedstorage.isolatedstoragefilestream.writebyte()
java.awt.graphics.hitclip(),system.drawing.graphics.setclip()
java.awt.geom.line2d.getbounds2d(),system.drawing.drawing2d.graphicspath.getbounds()
javax.swing.filechooser.filenameextensionfilter.getextensions(),system.io.path.getextension()
java.net.networkinterface.hashcode(),system.net.ipaddress.gethashcode()
java.lang.stringbuffer.lastindexof(),system.string.indexof()
java.awt.polygon.getbounds2d(),system.drawing.drawing2d.graphicspath.getbounds()
java.awt.rectangle.createintersection(),system.collections.specialized.bitvector32.createsection()
java.util.arraydeque.removelast(),system.collections.generic.hashset.remove()
java.util.arraydeque.removelast(),system.collections.generic.sortedlist.remove()
java.nio.channels.datagramchannel.disconnect(),system.net.sockets.socket.endconnect()
javax.swing.jscrollpane.setfont(),system.windows.forms.fontdialog.font()
javax.swing.jtextarea.settooltiptext(),system.windows.forms.tooltip.settooltip()
java.awt.graphics2d.getclipbounds(),system.drawing.drawing2d.graphicspath.getbounds()
java.util.collection.removeif(),system.collections.idictionary.remove()
java.util.abstractcollection.removeall(),system.collections.generic.ilist.removeat()
java.awt.image.bufferedimageop.getbounds2d(),system.drawing.drawing2d.graphicspath.getbounds()
java.nio.channels.asynchronousfilechannel.write(),system.io.stream.endwrite()
java.awt.font.imagegraphicattribute.getdescent(),system.drawing.fontfamily.getcelldescent()
java.time.temporal.temporalunit.getduration(),system.timespan.duration()
java.awt.graphics2d.drawrect(),system.drawing.graphics.drawrectangle()
java.awt.graphics2d.fillrect(),system.drawing.graphics.fillrectangle()
java.util.list.add(),system.collections.generic.list.add()
java.util.list.get(),system.collections.generic.list.get()
java.io.file.exists(),system.io.file.exists()
java.io.file.exists(),system.io.directory.exists()
java.io.file.exists(),nunit.framework.fileassert.exists()
java.util.collection.add(),system.collections.objectmodel.collection.add()
java.util.collection.add(),system.activities.activityutilities.add()
java.util.list.contains(),system.collections.generic.list.contains()
java.util.list.contains(),system.collections.objectmodel.collection.contains()
java.util.list.contains(),system.collections.generic.hashset.contains()
java.util.list.toarray(),system.collections.generic.list.toarray()
java.io.outputstream.write(),system.console.write()
java.util.list.remove(),system.collections.generic.list.remove()
java.util.map.remove(),system.collections.generic.dictionary.remove()
java.util.map.remove(),system.collections.hashtable.remove()
java.util.map.remove(),system.collections.generic.idictionary.remove()
java.util.hashmap.remove(),system.collections.generic.dictionary.remove()
java.util.hashmap.remove(),system.collections.hashtable.remove()
java.util.hashmap.remove(),system.collections.generic.idictionary.remove()
java.io.inputstream.read(),system.io.stream.read()
java.util.collections.sort(),system.collections.generic.list.sort()
java.lang.string.substring(),system.string.substring()
java.util.vector.get(),system.numerics.vector.get()
java.io.bytearrayoutputstream.write(),system.io.stream.write()
java.io.outputstream.close(),system.net.httplistener.close()
java.util.arraylist.remove(),system.collections.arraylist.remove()
java.util.arraylist.remove(),system.collections.hashtable.remove()
java.lang.math.abs(),system.math.abs()
java.lang.math.max(),system.math.max()
java.util.arrays.sort(),system.collections.generic.list.sort()
java.util.collection.contains(),system.collections.objectmodel.collection.contains()
java.util.collection.contains(),system.collections.generic.hashset.contains()
java.util.collection.contains(),system.collections.generic.linkedlist.contains()
java.util.collection.contains(),system.collections.generic.list.contains()
java.lang.string.indexof(),system.string.indexof()
java.lang.math.min(),system.math.min()
java.lang.string.startswith(),system.string.startswith()
java.lang.math.round(),system.math.round()
java.lang.string.split(),system.string.split()
java.io.fileinputstream.read(),system.io.stream.read()
java.io.fileinputstream.read(),system.io.filestream.read()
java.io.fileinputstream.read(),system.security.cryptography.cryptostream.read()
java.io.fileinputstream.read(),system.io.isolatedstorage.isolatedstoragefilestream.read()
java.lang.math.log(),system.math.log()
java.util.collection.remove(),system.collections.objectmodel.collection.remove()
java.util.collection.remove(),system.collections.generic.dictionary.remove()
java.io.bufferedinputstream.read(),system.security.cryptography.cryptostream.read()
java.io.bufferedinputstream.read(),system.io.stream.read()
java.util.list.removeall(),system.collections.generic.list.removeall()
java.util.linkedlist.remove(),system.collections.generic.linkedlist.remove()
java.util.arraylist.remove(),system.collections.generic.linkedlist.remove()
java.lang.double.isnan(),system.double.isnan()
java.lang.double.isnan(),system.single.isnan()
java.io.bufferedreader.read(),system.io.streamreader.read()
java.lang.math.floor(),system.math.floor()
java.util.map.containsvalue(),system.collections.generic.dictionary.containsvalue()
java.lang.character.iswhitespace(),system.char.iswhitespace()
java.io.inputstreamreader.read(),system.io.streamreader.read()
java.io.inputstreamreader.read(),system.io.stringreader.read()
java.lang.string.compareto(),system.string.compareto()
java.math.bigdecimal.divide(),system.numerics.biginteger.divide()
java.util.hashtable.values(),system.collections.hashtable.values()
java.util.hashtable.values(),system.collections.idictionary.values()
java.util.hashtable.values(),system.collections.generic.values()
java.lang.character.isdigit(),system.char.isdigit()
java.io.stringreader.read(),system.io.stringreader.read()
java.io.stringreader.read(),system.io.streamreader.read()
java.io.stringreader.read(),system.xml.xmltextreader.read()
java.lang.string.intern(),system.string.intern()
java.lang.string.getchars(),system.text.encoding.getchars()
java.lang.stringbuffer.getchars(),system.text.encoding.getchars()
javax.imageio.imagewriter.dispose(),system.io.isolatedstorage.isolatedstoragefilestream.dispose()
javax.imageio.imagewriter.dispose(),system.xml.xmlwriter.dispose()
javax.imageio.imagewriter.dispose(),system.net.webresponse.dispose()
javax.imageio.imagewriter.dispose(),system.drawing.imaging.imageattributes.dispose()
javax.imageio.imagewriter.dispose(),system.io.memorymappedfiles.memorymappedfile.dispose()
java.util.concurrent.copyonwritearraylist.contains(),system.collections.sortedlist.contains()
java.util.concurrent.copyonwritearraylist.contains(),system.collections.generic.list.contains()
java.lang.stringbuilder.indexof(),system.string.indexof()
java.util.map.entry.getvalue(),system.data.objects.dbupdatabledatarecord.getvalue()
java.net.socketoutputstream.write(),system.io.stream.write()
java.lang.processbuilder.start(),system.diagnostics.process.start()
java.util.hashtable.values(),system.collections.idictionary.values()
java.util.zip.inflater.finished(),system.io.compression.inflater.finish()
java.io.bufferedreader.read(),system.io.streamreader.read()
javax.swing.jtextfield.gettext(),system.windows.forms.textbox.text()
java.util.collection.containsall(),system.collections.objectmodel.collection.contains()
java.net.inetaddress.gethostaddress(),system.net.dns.gethostname()
